meaningful_word	convocation_no	parent_meaningful_word	cnt
связующим	1	связующий	1.0
внеучебным	1	внеучебный	1.0
звеном	1	звено	1.0
хранить	1	хранить	1.0
традиции	1	традиция	1.0
общая	1	общий	1.0
задача	1	задача	1.0
неравнодушных	1	неравнодушный	1.0
группа	1	группа	1.0
контакте	1	контакт	1.0
вывешиваться	1	вывешиваться	1.0
учебной	1	учебный	1.0
части	1	часть	1.0
диспетчера	1	диспетчер	1.0
приказы	1	приказ	1.0
официальный	1	официальный	1.0
плане	1	план	1.0
довольно	1	довольно	1.0
нерасторопен	1	нерасторопный	1.0
тому	1	тот	1.0
локальные	1	локальный	1.0
фиксируются	1	фиксироваться	1.0
стоит	1	стоить	1.0
история	1	история	1.0
ошибочной	1	ошибочный	1.0
датой	1	дата	1.0
вместо	1	вместо	1.0
16	1	16	1.0
публиковать	1	публиковать	1.0
сообщения	1	сообщение	1.0
интересных	1	интересный	1.0
лекциях	1	лекция	1.0
олимпиадах	1	олимпиада	1.0
семинарах	1	семинар	1.0
ярмарках	1	ярмарка	1.0
вакансий	1	вакансия	1.0
прочих	1	прочий	1.0
зачем	1	зачем	1.0
тут	1	тут	1.0
собрать	1	собрать	1.0
нескольких	1	несколько	1.0
следить	1	следить	1.0
новостями	1	новость	1.0
представители	1	представитель	1.0
дадут	1	дать	1.0
широкое	1	широкий	1.0
представление	1	представление	1.0
уважением	1	уважение	1.0
даниил	1	даниил	1.0
занимаюсь	1	заниматься	1.0
кампаниях	1	кампания	1.0
организовывал	1	организовывать	1.0
сбор	1	сбор	1.0
подписей	1	подпись	1.0
фдсам	1	фдс	1.0
свободный	1	свободный	1.0
затем	1	затем	1.0
выбран	1	выбрать	1.0
представителем	1	представитель	1.0
январь-февраль	1	январь-февраль	1.0
обратились	1	обратиться	1.0
администрации	1	администрация	1.0
рядом	1	рядом	1.0
плохое	1	плохой	1.0
покрытие	1	покрытие	1.0
футбольных	1	футбольный	1.0
полей	1	поле	1.0
устаревшая	1	устаревший	1.0
мебель	1	мебель	1.0
устаревший	1	устаревший	1.0
фдс-6	1	фдс-6	1.0
прочее	1	прочее	1.0
встрече	1	встреча	1.0
высказал	1	высказать	1.0
предложение	1	предложение	1.0
участии	1	участие	1.0
планировке	1	планировка	1.0
будущих	1	будущий	1.0
которое	1	который	1.0
поддержано	1	поддержать	1.0
выступаю	1	выступать	1.0
систему	1	система	1.0
пропорционального	1	пропорциональный	1.0
голосования	1	голосование	1.0
максимальную	1	максимальный	1.0
отчеты	1	отчёт	1.0
собраниях	1	собрание	1.0
публикую	1	публиковать	1.0
заинтересованных	1	заинтересованный	1.0
событий	1	событие	1.0
вижу	1	видеть	1.0
легитимный	1	легитимный	1.0
открытый	1	открытый	1.0
орган	1	орган	1.0
мнение	1	мнение	1.0
другими	1	другой	1.0
организациями	1	организация	1.0
бытовые	1	бытовой	1.0
справедливо	1	справедливо	1.0
распределять	1	распределять	1.0
добавочные	1	добавочный	1.0
стипендии	1	стипендия	1.0
продвижению	1	продвижение	1.0
науки	1	наука	1.0
давно	1	давно	1.0
ответственен	1	ответственный	1.0
коммуникабелен	1	коммуникабельный	1.0
проводилось	1	проводиться	1.0
принимал	1	принимать	1.0
эстафета	1	эстафета	1.0
олимпиад	1	олимпиада	1.0
школьников	1	школьник	1.0
татьянин	1	татьянина	1.0
хотели	1	хотеть	1.0
принять	1	принять	1.0
иногда	1	иногда	1.0
узнают	1	узнавать	1.0
вовремя	1	вовремя	1.0
предсдатель	1	предсдатель	1.0
старого	1	старое	1.0
депутат	1	депутат	1.0
муниципального	1	муниципальный	1.0
района	1	район	1.0
раменки	1	раменки	1.0
входит	1	входить	1.0
полученный	1	получить	1.0
продолжать	1	продолжать	1.0
активную	1	активный	1.0
деятельность	1	деятельность	1.0
представлять	1	представлять	1.0
студ	1	студа	1.0
совете	1	совет	1.0
состою	1	состоять	1.0
старом	1	старый	1.0
качестве	1	качество	1.0
заместителя	1	заместитель	1.0
председателя	1	председатель	1.0
спорта	1	спорт	1.0
немалый	1	немалый	1.0
процедурой	1	процедура	1.0
подачи	1	подача	1.0
заявлений	1	заявление	1.0
проведения	1	проведение	1.0
дальнейшем	1	дальнейший	1.0
спортивных	1	спортивный	1.0
ребятам	1	ребята	1.0
младших	1	младший	1.0
повышенных	1		
частности	1		
2012	1		
проведении	1		
бытовых	1		
кубок	1		
против	1		
работе	1		
например	1		
образованию	1		
самом	1		
идеи	1		
рабочих	1		
помощь	1		
дня	1		
гандболу	1		
студсоветом	1		
надбавок	1		
информирование	1		
других	1		
отряда	1		
11	1		
организовывать	1		
тратить	1		
получается	1		
оповещению	1		
планов	1		
желание	1		
времени	1		
студенческий	1		
стал	1		
начиная	1		
вступления	1		
деле	1		
стенах	1		
сразу	1		
туалетах	1		
создать	1		
заседаниях	1		
числе	1		
оповещение	1		
механики	1		
объективной	1		
распределения	1		
системы	1		
распределении	1		
логотипа	1		
сайта	1		
заслужил	1		
случаях	1		
тех	1		
помогала	1		
новые	1		
посвята	1		
свою	1		
театры	1		
оповещением	1		
весной	1		
решил	1		
улучшить	1		
разработка	1		
везде	1		
интересов	1		
занимаю	1		
чемпионат	1		
волейболу	1		
список	1		
студсоюза	1		
пишу	1		
координировал	1		
написал	1		
